Sequence_ID,GC_content
PsbA-nuc-Synechococcus_sp_CBW1004.fa_2Z87P.faa.final_tree.fa___photo_hmms___73d4d35d0b3a3625e43fd7e56f8d6b129a5811506ff5211283184770,61.76
PsbA-nuc-Synechococcus_sp_CBW1004.fa_2Z87P.faa.final_tree.fa___photo_hmms___29195f51f5e408110f2f1358ea8283a13865c88ed4be6e921d31e9bf,61.85
PsbA-nuc-Synechococcus_sp_CBW1004.fa_2Z87P.faa.final_tree.fa___photo_hmms___05064bb841e29936f0775991640c432dc50141a48a04193d4fa19a1a,62.4
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___c4d045e0a0d2426d1b064073f4570ac860437e9417de56cae4ba1961,62.22
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___4b8311bf9a2496883184e8942c2f9b135f453589a6ffa91a16df312a,62.22
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___f8319802fe5a6753b1cbc9bceb90a61f1a856129c2063635ca09992c,64.11
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___897cfb40bca03ea00f62113d0a7f15c28ef24473a63e7815dc541db3,60.09
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___563afec9583a4c2a507e6a01c96f147d92c56779de250a2b8b54f703,64.02
PsbA-nuc-Synechococcus_sp_CBW1006.fa_2Z87P.faa.final_tree.fa___photo_hmms___d22041862557586bc71aeb5ee00724086b12d080dfe33dfb75051ce3,62.3
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___85c1174b2798ad1da374a1a78f195ef54f1536e28ab7fd4d536eedd7,63.61
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___fb9ee25c04708705acc3bc604ee79b8701ca2bf09e6e06ecbe6c9b54,64.02
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___690cf68f03750642d5686fffb8af01d38426af464951692e30ffaefa,62.31
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___69edb6bb449b146c0b78dcc5c76464f281bf95010c07e0e722f10362,61.94
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___b7e1db9cd0c43ceaa7073e7c6c7b4af7a0394301fbd4d2a4e4bdbac6,63.46
PsbA-nuc-Synechococcus_sp_CBW1107.fa_2Z87P.faa.final_tree.fa___photo_hmms___45a37d782c76ed3321b3df6dbd7295f04005d1fb6ca79d4f8a8b898a,62.49
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___afec17728cddeb9ed2eeea7d469ed83f2b22b8e7fc1623c3e3b33bf2,61.55
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___964b3772df9476432a46a69dc4e8131dd01a51b47f00c4a3d72b51f0,60.46
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___8f3dc2858e83831bc84d2073ff2ad9a9c96aecc69eac9e7a75752f5f,60.61
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___0b0f89b2865001347ffc2d0079a9b84bf9c1e44029c0ee122f7e3670,60.65
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___1ce0357e2cc7c99fbdf5fa0bae3d066ffce3bdd2f4502e25dd6d125b,60.28
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___31b872754649051c87171e41dabfdc503a86474f6264342767ec7fab,60.37
PsbA-nuc-Synechococcus_sp_CBW1108.fa_2Z87P.faa.final_tree.fa___photo_hmms___09945125eebc05931b94e213c82b8a009c3f6ff52dc529e447287d93,60.78
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___c62c0299ea4663964e62d800bb3fca227791f8940210e3bd8397a7bc,55.65
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___a441997c91c14e7fcdf07596a308929d6e8415ecda5774721d67ea5d,55.49
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e89259add9c5ae1f1c1ec80fbae4dbd542a9a860e8858f1100a2463,55.65
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___7d27f1a4ba767848e590658318e058aea434b3b947175e6dcc6bcde4,54.41
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___c0e001e148027c2b4bd05898c788b00c58d138b14afea957e2074c59,55.74
PsbA-nuc-Synechococcus_sp_CC9311.fa_2Z87P.faa.final_tree.fa___photo_hmms___225d2949a6f8754ec0d5a7fabe6d90abc524784c19fc6e75f0d0aa97,55.59
PsbA-nuc-Synechococcus_sp_CC9605.fa_2Z87P.faa.final_tree.fa___photo_hmms___6e1d1443e45c6eca2791c4a04b146c0f09422b18dbe8333f4bfd535a,59.63
PsbA-nuc-Synechococcus_sp_CC9605.fa_2Z87P.faa.final_tree.fa___photo_hmms___515989d0db009fd7e6111f698bc608d6cf535ddfcc9b9f9511460ab7,59.72
PsbA-nuc-Synechococcus_sp_CC9605.fa_2Z87P.faa.final_tree.fa___photo_hmms___27f66641a81eabbc3c8366e1e4d1079b65c20db3645307a001cef95b,58.59
PsbA-nuc-Synechococcus_sp_CC9605.fa_2Z87P.faa.final_tree.fa___photo_hmms___bf4cd92155f14bfb48df9ecd661facb025f0be54e653be76859c4406,60.23
PsbA-nuc-Synechococcus_sp_CC9605.fa_2Z87P.faa.final_tree.fa___photo_hmms___141b023669612acd430406e355469214ebac291c2dcce2102723cb8f,60.42
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___9634272c13fee121a314e0a2216cbcd35eb0c933b521c903eb4b068b,58.24
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___181acb362a644df395f6506ff53f494ca9ea55a061449b73b79e90d0,58.33
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___77aebd48a1288e83d93cb708f09bcfb84812ccb92ebcb013cf320a66,56.08
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___a99d026ae17fcb6d735e93de8b4d312fc9965d842f98a7ec4167411f,57.78
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___acc69874de4b17df3757c39d9b423ca590936b3675a71c42be6d14ba,57.78
PsbA-nuc-Synechococcus_sp_CC9902.fa_2Z87P.faa.final_tree.fa___photo_hmms___cfae653c02f2c33a582a10fa588ed342854987985017f9faceb8e1ff,57.78
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___de8c67e47745b9eb441514cef389f9771cdcf1288075fd3be58ef8fb,58.78
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___98879d7d0982207651d7a2c593e2234f96be2c5eaf04975d74c0b964,61.38
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___3da932644496d2acda60a84ab68600079caab0bc4efeed804aef27bf,58.87
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___9fb59b72c2d46e7f0da0167e7d428a24a706b7ada3aa7eb9f3239413,58.97
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___12e1dc3ad6675f5678b365ee2fda13507f072c8e687e62b26743def3,60.72
PsbA-nuc-Synechococcus_sp_JA-3-3Ab.fa_2Z87P.faa.final_tree.fa___photo_hmms___357efddcdb375a43a633bc533169bd24aa8873d9caeb779947ebf84c,60.72
PsbA-nuc-Synechococcus_sp_KORDI-100.fa_2Z87P.faa.final_tree.fa___photo_hmms___4f9a7d7517eaa42627a7cc6e014192068af84e4e8fd37b33c6a09f1a,60.37
PsbA-nuc-Synechococcus_sp_KORDI-100.fa_2Z87P.faa.final_tree.fa___photo_hmms___014b22b7967d0fab7b55ac0295d3f8cea67d712fbeba7f0d29a6b25b,60.37
PsbA-nuc-Synechococcus_sp_KORDI-100.fa_2Z87P.faa.final_tree.fa___photo_hmms___60701b08aa3349e095f1ff5897f80fb01b50bdb7042497e37cb9103f,59.61
PsbA-nuc-Synechococcus_sp_KORDI-100.fa_2Z87P.faa.final_tree.fa___photo_hmms___c7772c1e11f3669ed1f59888526b436d045435966d904374685375c9,60.7
PsbA-nuc-Synechococcus_sp_KORDI-100.fa_2Z87P.faa.final_tree.fa___photo_hmms___993446269d633625497a0cf068d0094a5706690ef5b48163a715ddf5,60.89
PsbA-nuc-Synechococcus_sp_KORDI-49.fa_2Z87P.faa.final_tree.fa___photo_hmms___bffd474e7ee49529512702c600c2dd6edea9d32ae5e8cc77309881a9,59.8
PsbA-nuc-Synechococcus_sp_KORDI-49.fa_2Z87P.faa.final_tree.fa___photo_hmms___ba070e237978840459b084456d1c352c506225e84776e76ec533b4be,61.46
PsbA-nuc-Synechococcus_sp_KORDI-49.fa_2Z87P.faa.final_tree.fa___photo_hmms___8967e94efcda6bf11b227e4172c14fbe7d17956fbf76d7fa228d63a4,61.84
PsbA-nuc-Synechococcus_sp_KORDI-49.fa_2Z87P.faa.final_tree.fa___photo_hmms___61ddbdde3e4dde833d6c0a9877a057833c4f81afc932cc0e1662dedb,60.19
PsbA-nuc-Synechococcus_sp_KORDI-49.fa_2Z87P.faa.final_tree.fa___photo_hmms___2a63f46c646ed98445aa1bd0511539b3ecf4d43a3d171ab687fb1788,60.19
PsbA-nuc-Synechococcus_sp_KORDI-52.fa_2Z87P.faa.final_tree.fa___photo_hmms___c0f3a2b29a70128e1d5e92bc0124a293bc9db3d0a0223afe9188d558,58.8
PsbA-nuc-Synechococcus_sp_KORDI-52.fa_2Z87P.faa.final_tree.fa___photo_hmms___1fb750e388487cea17f175396a701cc8f4f42bc2e95ff0708ff584a6,61.36
PsbA-nuc-Synechococcus_sp_KORDI-52.fa_2Z87P.faa.final_tree.fa___photo_hmms___3837f5e4da13b2625fb929b2c08ae7c6caef1a24825e129f7a10b679,60.98
PsbA-nuc-Synechococcus_sp_KORDI-52.fa_2Z87P.faa.final_tree.fa___photo_hmms___fc0a412960dcb1ff0136c4b58c8f98f7c9f79ef40c369ba48264a79d,58.03
PsbA-nuc-Synechococcus_sp_KORDI-52.fa_2Z87P.faa.final_tree.fa___photo_hmms___82d8aeee157d5faceb5d879001d7a357bc14721fa934e26354a0b384,58.7
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___67901aef317d3655ba079c25c98244dc493718afaa16446e8255bb20,60.09
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___388a8b82db61e7c2d8230d931e982acdb907dacccde0bb150464a4ff,58.68
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___e133fffac96cc9b7a5b070d5786537b9a8e24ccbb7406b01c908deb3,60.09
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___343db3a183193ef768891a38fae582fda12e18ceb9ea852b4cf686d1,62.41
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___8e6395ddf4d49795b81b886bfa5e28074eca2c3f122a847631b310f9,60.09
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___5b17111fc7edd9b004f419cbf36e616d38359c9bae11d96ad2937298,60.09
PsbA-nuc-Synechococcus_sp_LTW-R.fa_2Z87P.faa.final_tree.fa___photo_hmms___df8a8ad5b2a7d4d70e598db3af54988a0a97b9713369b5214ef19471,62.22
PsbA-nuc-Synechococcus_sp_M16_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___985a382c4f5a5bc00998911cc5ff6bbad0c48c3dc2069aa37cb8dfeb,60.0
PsbA-nuc-Synechococcus_sp_M16_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___3515fb78c6a351cd0678452e3aa8b464e63a3a5d325690711f223a1b,60.0
PsbA-nuc-Synechococcus_sp_M16_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___fe553ca728c4920035ac78de38fb3fc508fa291b347730282afa93d1,58.59
PsbA-nuc-Synechococcus_sp_M16_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___c97a2798f46d07a1f8d8875ea76349768bf3290221650b22b5c2054e,60.42
PsbA-nuc-Synechococcus_sp_M16_1.fa_2Z87P.faa.final_tree.fa___photo_hmms___3fc078e2ac6eabc6e6cc534caec36389378b81fd400d09ca16c2869e,60.7
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___7e6a0ffb7a6140b1ef8d8693b0ff91858e2ef8c29d712fcd6aa7d607,60.28
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___039cbc7a367ac145622eb91cf1bf2ca43f60bfbbbb0e2ae8d3756018,59.8
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___192d785648a6f4e2cf4dc88973ce2653cefcf6438c56501ef4653c36,59.29
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___5e7dee87b9fc5ea5394475ff81248697678feee05943af98e4567bff,60.51
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___d2fe7be39c330b1094d7ec78eae60744fb8ec1482a59f7c5727e0f44,60.28
PsbA-nuc-Synechococcus_sp_MEDNS5.fa_2Z87P.faa.final_tree.fa___photo_hmms___9e99e25e0caec6514f02b9103fd1be88e71dff2b51d8ba0c5e7dc2a6,60.98
PsbA-nuc-Synechococcus_sp_MIT_S9220.fa_2Z87P.faa.final_tree.fa___photo_hmms___1d3921bdbb95d19c846a2a1f8c4ed635e6d33c283d209fcb6f967743,58.89
PsbA-nuc-Synechococcus_sp_MIT_S9220.fa_2Z87P.faa.final_tree.fa___photo_hmms___519d81283f076c883e41cd35edd88c654245473ec199d0280d897dcd,58.89
PsbA-nuc-Synechococcus_sp_MIT_S9220.fa_2Z87P.faa.final_tree.fa___photo_hmms___fb23420ea7d6795880aa9f70691d02e4afd7c010b816f476827a4a7e,58.5
PsbA-nuc-Synechococcus_sp_MIT_S9220.fa_2Z87P.faa.final_tree.fa___photo_hmms___09625688e2334f1b03bae71559bbb46ab7ac2c4f3c2d079f5a665ec6,58.89
PsbA-nuc-Synechococcus_sp_MIT_S9220.fa_2Z87P.faa.final_tree.fa___photo_hmms___eeab7df4df4290f8a3b699dad07f0f2a01ab3b085054c69dd9fee23b,59.09
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___38ebea032d2926de021b19201421fc4ecca36da4f59ab5357bfa49d5,55.0
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___7fc576d90a0b06821ae13b90ce276eb2c2e3c963991141727d4d3585,54.39
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f964e533659967946efbcb06177ee543fb8b1e4bbe28f5eda3ea0927,55.0
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___84cdf3500cc4367495191ea3bd3b4032c80baa41e12fd91915ccc8c2,55.0
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___ac47c76844da695fa875825151543161c7e544b86cfebf5e4bc3ba5c,54.97
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___baa53ccd7fc31dd7e0f68f35cf55f1fdad892e4ada405574020c4520,55.0
PsbA-nuc-Synechococcus_sp_MVIR-18-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___fe4f31c284af526f9fd633cc39b0e37a7d7ad465a1066877ec274d46,54.55
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___2c4d0401ef14c3453a6ee442d55a8c8ee1350e667cf655050ecc9048,60.43
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___f31d7b1aec81369ca07b0930524d5f2687fe62d5d6f8fc146b6ea73a,59.73
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___a1f9b2418bc9f36f482561386c7e8607d01d268edcbba45cddf2f510,58.03
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___3e575a9b0462790f2e9bdc3f9258de5430752129769ebaced476df66,60.15
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___567e1c51ef8294478c390106be74caa234309dc485d591c4611297d1,59.91
PsbA-nuc-Synechococcus_sp_Minos11.fa_2Z87P.faa.final_tree.fa___photo_hmms___a840c5a2d80e72b637437699ee8a0aa98bf338e53177e375d30cd754,59.91
PsbA-nuc-Synechococcus_sp_NIES-970.fa_2Z87P.faa.final_tree.fa___photo_hmms___239ccbd8b7db1db93ff77f1a7cb7182d0a8acad15621423e96ea5a7a,50.88
PsbA-nuc-Synechococcus_sp_NIES-970.fa_2Z87P.faa.final_tree.fa___photo_hmms___a8bcd081c3509e966e75c7a2d2eccf32305042b520a8f17240716c5a,53.73
PsbA-nuc-Synechococcus_sp_NIES-970.fa_2Z87P.faa.final_tree.fa___photo_hmms___88ff70a26061d9487f53b43a7896237e4adc2be86930d2fa8de71a1a,50.88
PsbA-nuc-Synechococcus_sp_NIES-970.fa_2Z87P.faa.final_tree.fa___photo_hmms___1fbcc524c5538177292b3e532be7e55ebf2b125acaf526487649c00f,53.82
PsbA-nuc-Synechococcus_sp_NOUM97013.fa_2Z87P.faa.final_tree.fa___photo_hmms___47c58a410ba4bcd1fa359c141915e985382fce3f9b732060f2fadfff,59.91
PsbA-nuc-Synechococcus_sp_NOUM97013.fa_2Z87P.faa.final_tree.fa___photo_hmms___3f30aefb0a000fe82e54404cc174ae9662236600e4b68b67a16aa0cf,59.66
PsbA-nuc-Synechococcus_sp_NOUM97013.fa_2Z87P.faa.final_tree.fa___photo_hmms___e9b3689cdf748953d98ce37b3b0705923dd524b10642c14f51b0d1ed,58.31
PsbA-nuc-Synechococcus_sp_NOUM97013.fa_2Z87P.faa.final_tree.fa___photo_hmms___e288d71f51e829283d438f2ff0e94a1e02e8932495a41e284510580d,59.91
PsbA-nuc-Synechococcus_sp_NOUM97013.fa_2Z87P.faa.final_tree.fa___photo_hmms___cc46038b65eb5080429da4c7ca533328089c5cd4684b09e765e0bdd1,59.85
PsbA-nuc-Synechococcus_sp_PCC_6312.fa_2Z87P.faa.final_tree.fa___photo_hmms___f56f65cde0c66190ba218c19300f3b2eb09f8b5999dd27058bc6cfa7,49.4
PsbA-nuc-Synechococcus_sp_PCC_6312.fa_2Z87P.faa.final_tree.fa___photo_hmms___44efe4234a8ef3890c9ff065c8890938514cdea8f6328a3756d3a3de,50.6
PsbA-nuc-Synechococcus_sp_PCC_6312.fa_2Z87P.faa.final_tree.fa___photo_hmms___d529b3c638ed97fd666556a457e3f2a1d54a3263f0b64b1da46156da,51.65
PsbA-nuc-Synechococcus_sp_PCC_6312.fa_2Z87P.faa.final_tree.fa___photo_hmms___f95b9618f183ae9bd405a2fb284ecfe33130aa318b75626339038ac9,51.46
PsbA-nuc-Synechococcus_sp_PCC_7003.fa_2Z87P.faa.final_tree.fa___photo_hmms___dfb801157ff5f81c299928f55ca05e123b6d718dae5582824186842a,50.14
PsbA-nuc-Synechococcus_sp_PCC_7003.fa_2Z87P.faa.final_tree.fa___photo_hmms___68d51d6068c984e9b97c4c5ea347e8381f04e32924893b22c9fba9f6,50.42
PsbA-nuc-Synechococcus_sp_PCC_7003.fa_2Z87P.faa.final_tree.fa___photo_hmms___192720e16b1707fde7ad7e03b41119955c6b775c59c1e0d6d49b9ad2,52.6
PsbA-nuc-Synechococcus_sp_PCC_7003.fa_2Z87P.faa.final_tree.fa___photo_hmms___1cec723a8ac2f80b6120bc2d0f0b9108ab89d98a200668f11e442e7d,49.11
PsbA-nuc-Synechococcus_sp_PCC_7003.fa_2Z87P.faa.final_tree.fa___photo_hmms___096b81b43a10d083cb22d3ea403108bd14f2ea3768c02013ce9921c1,53.26
PsbA-nuc-Synechococcus_sp_PCC_7117.fa_2Z87P.faa.final_tree.fa___photo_hmms___704881c6613b4e9a1037740623ccbcb813b4c6be9bac86003d17422e,50.23
PsbA-nuc-Synechococcus_sp_PCC_7117.fa_2Z87P.faa.final_tree.fa___photo_hmms___fec107b3a80a1b43e1362cd2432914d7fa2f2135733a1b395ca35525,50.42
PsbA-nuc-Synechococcus_sp_PCC_7117.fa_2Z87P.faa.final_tree.fa___photo_hmms___1efc2c73c256836c3624554a3a0cf9d3949fcfbdc72d6fbb9bd8101f,53.35
PsbA-nuc-Synechococcus_sp_PCC_7117.fa_2Z87P.faa.final_tree.fa___photo_hmms___e612cb5d5e9b6f05dcbe7530a4f3fa716d78e62521c6ac3ef01cf28a,48.84
PsbA-nuc-Synechococcus_sp_PCC_7117.fa_2Z87P.faa.final_tree.fa___photo_hmms___5aea9d604736fb27212ce9ba119940627fe888ccb6ed892d2ff12aa4,53.54
PsbA-nuc-Synechococcus_sp_PCC_73109.fa_2Z87P.faa.final_tree.fa___photo_hmms___a361234f777e7b8ed58f8b73221b1094ff2f962a65b627a1787cc258,50.51
PsbA-nuc-Synechococcus_sp_PCC_73109.fa_2Z87P.faa.final_tree.fa___photo_hmms___f23b8eb7c36c8c838f3444e767eeabaeb05f7b76dff241f1edb302c4,50.6
PsbA-nuc-Synechococcus_sp_PCC_73109.fa_2Z87P.faa.final_tree.fa___photo_hmms___bbeeace51488981a8901c77eea3171b2ba11bce2f65976540a93d5da,53.16
PsbA-nuc-Synechococcus_sp_PCC_73109.fa_2Z87P.faa.final_tree.fa___photo_hmms___21eb4ac4e88f5302a33dd6712e44ab400cf3e8a808ddc858a1120151,49.02
PsbA-nuc-Synechococcus_sp_PCC_73109.fa_2Z87P.faa.final_tree.fa___photo_hmms___1839ad9463e99e1a80583dffd450967d9226f79a49dc30d565109225,53.16
PsbA-nuc-Synechococcus_sp_PCC_7502.fa_2Z87P.faa.final_tree.fa___photo_hmms___2e66280ebf0dc6537c6d41b133a7483f17522ab9503799668aea5b5a,49.22
PsbA-nuc-Synechococcus_sp_PCC_7502.fa_2Z87P.faa.final_tree.fa___photo_hmms___fb9c5cac34ee702f28714184998678e39697c60cf242f61bf7c91c8d,45.1
PsbA-nuc-Synechococcus_sp_PCC_7502.fa_2Z87P.faa.final_tree.fa___photo_hmms___fc1e2f51e46b0ec7a31f2fc914b67d0b617164b6fec7199b591390d2,48.94
PsbA-nuc-Synechococcus_sp_PCC_8807.fa_2Z87P.faa.final_tree.fa___photo_hmms___5c6e1525914bc66c563c9d8bf0bc6a416b79522464222213c5dc2282,50.42
PsbA-nuc-Synechococcus_sp_PCC_8807.fa_2Z87P.faa.final_tree.fa___photo_hmms___81b3a87bf2d839e511f1c144a0c9e6df30ae535e2bf878721d6dcc8a,50.42
PsbA-nuc-Synechococcus_sp_PCC_8807.fa_2Z87P.faa.final_tree.fa___photo_hmms___1fe3db9dab47e456add46af502dcace6acf4475aed74f455f64b4ced,53.35
PsbA-nuc-Synechococcus_sp_PCC_8807.fa_2Z87P.faa.final_tree.fa___photo_hmms___c2d5a3f7dcbc1f4b1a4e495aa96af2e2f466a6cd426cc99502a2a2c6,49.29
PsbA-nuc-Synechococcus_sp_PCC_8807.fa_2Z87P.faa.final_tree.fa___photo_hmms___d5233ef5d632bdff8b7c53c98715fde588ccb9c8c3fb317831f665b0,53.26
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___a6321f113114ab47f4763e00b9965dfabb81e6a887929dbe98742d3c,60.37
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___f9427b436c9d273a5d4b7aabd02e7a6510e5fc0ea4ef89662542ee9c,59.33
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___705e9a9ede631a7559fc1bbb1bf03ff5f8a7c11bffeccdaef1c0368c,60.28
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___419f29aeb39be3343896c06566c4416830d1e9a5e6a385570f6cab44,60.61
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___a15394a806b4fe4c2bb08296bca9dfc74182507a2371ec3036b8faca,60.46
PsbA-nuc-Synechococcus_sp_PROS-7-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___455d41c34e7d3639aa594c9839233099ca9da32079e9e509aa096497,60.7
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___66e638c527d49ccfd7fef45f09872a509944f0c963259cc473df0648,54.91
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___3485987c56223d1171f8292aa47fa81fbde1efe601824a515d097856,54.66
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___09d608b7e5eabc1462794c0471c38e4b10b25fd9e01661f0c9812c35,54.91
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___0a5cf68fcab57d2f79ca675151f1feece0792c8ea6dc1c30d732e555,54.5
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___32398554db66d6c60bd35afd625c73a394fac6b641207d7445796395,54.91
PsbA-nuc-Synechococcus_sp_PROS-9-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___9bd4e0026ba164e3644f84c7e6b37f99719121385d54837486249f9f,54.83
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___25cd2dcca7ea7c812ebd68dc95bc8d5ab9448e6d869fc2f80cef8e60,59.35
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___e260af7c90c7f1a598286ecec4857c44b69593f0594057976e62531b,59.35
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___4ae49eee613ea16a1008cb8bfba4dc9bdff43b78304706d458b98e62,57.75
PsbA-nuc-Synechococcus_sp_PROS-U-1.fa_2Z87P.faa.final_tree.fa___photo_hmms___581a8f3115be327781e94189c8adb421fe3c305c9053c12e47e9e2ae,59.35
